Year,Country,Region,Crop_Type,Average_Temperature_C,Total_Precipitation_mm,CO2_Emissions_MT,Crop_Yield_MT_per_HA,Extreme_Weather_Events,Irrigation_Access_%,Pesticide_Use_KG_per_HA,Fertilizer_Use_KG_per_HA,Soil_Health_Index,Adaptation_Strategies,Economic_Impact_Million_USD,CO2_Emissions_MT_Log,Total_Precipitation_mm_Log,Economic_Impact_Million_USD_Log,Temp_Precip_Ratio,Yield_Temp_Ratio,CO2_Temp_Ratio,EconomicImpact_per_CO2,Temp_Squared,Soil_Health_Squared,Climate_Efficiency,Yield_per_CO2,Weather_Region_Norm,Temperature_Binned,Precipitation_Binned,Climate_Zone,Country_Encoded,Region_Encoded,Crop_Type_Encoded,Adaptation_Strategies_Encoded,Temperature_Binned_Encoded,Precipitation_Binned_Encoded,Climate_Zone_Encoded,Cluster
2000,Brazil,South,Vegetables,32.8,1588.64,19.49,2.313,7,88.42,43.88,63.09,44.88,Organic Farming,1148.29,3.0199369622508083,7.37126285448417,7.046899639388456,4.449712437000768,0.07051829268292684,0.09207124884911001,2.333459183908358,1075.84,2014.2144000000003,0.04438909550491416,0.7659100269020461,1.184736251402918,Very Hot,Very Wet,Very Hot-Very Wet,2,24,8,3,6,4,40,0
2005,Australia,New South Wales,Barley,16.23,525.16,1.64,4.23,1,54.52,2.04,19.47,82.51,Water Management,554.23,0.9707789171582247,6.265605348993096,6.319382442314912,2.590332313638014,0.26062846580406657,0.059813858112028634,6.509600003277504,263.41290000000004,6807.900100000001,0.49628392452598563,4.35732577751332,0.17142857142857143,Cold,Dry,Cold-Dry,1,7,0,4,0,0,0,0
2008,USA,Midwest,Barley,1.32,1025.34,6.32,1.95,7,98.74,20.2,53.34,98.08,Crop Rotation,926.17,1.9906103279732201,6.933754354850754,6.832136936023231,0.19037305512222932,1.477272727272727,1.5080381272524395,3.432181999668166,1.7424000000000002,9619.6864,1.4407637732583607,0.9795990569311632,1.1117388575015694,Very Cold,Moderate,Very Cold-Moderate,9,6,0,0,5,2,32,0
2005,France,Provence-Alpes-Cote d’Azur,Coffee,21.2,2717.62,17.6,1.494,5,83.9,14.75,90.39,94.83,Water Management,509.85,2.9231615807191558,7.907879677601814,6.236076005037432,2.6808703298871164,0.07047169811320755,0.1378849802226017,2.1333326375695023,449.44,8992.7289,0.025931402518824396,0.5110904610454159,0.8805970149253731,Moderate,Extremely Wet,Moderate-Extremely Wet,5,19,1,4,4,1,25,0
2013,Argentina,Northeast,Corn,30.0,798.29,20.62,1.269,5,18.57,4.96,16.72,95.54,Drought-resistant Crops,473.37,3.073618812211062,6.683723833606632,6.161987607909893,4.488515795514486,0.0423,0.1024539604070354,2.004798898103164,900.0,9127.8916,0.052988262410903306,0.4128683735791955,0.8225771166046817,Very Hot,Dry,Very Hot-Dry,0,11,2,1,6,0,36,0
1991,India,Tamil Nadu,Sugarcane,33.54,581.95,28.28,1.134,5,38.25,30.95,38.33,79.09,No Adaptation,118.33,3.3769046890931107,6.3681014193793,4.781892764381564,5.266875916569361,0.03381037567084078,0.10068290665155369,1.4908875512892326,1124.9316,6255.2281,0.05809842026091722,0.33581048457264656,0.8480926430517711,Very Hot,Dry,Very Hot-Dry,6,28,7,2,6,0,36,0
2019,Canada,Prairies,Cotton,0.13,389.7,5.01,1.944,3,80.65,23.99,80.13,94.57,Drought-resistant Crops,470.31,1.7934247485471162,5.967940002061025,6.155516051612503,0.021783060814134288,4.071044117647071,6.390798667365405,3.432268934952075,0.0324,8943.4849,3.8187600637369914,1.0839596150186215,0.48023715415019763,Very Cold,Very Dry,Very Cold-Very Dry,3,18,3,1,5,3,33,2
1996,Canada,Prairies,Vegetables,3.89,1473.23,15.11,2.007,4,98.44,3.81,58.37,47.07,No Adaptation,296.36,2.779440197188883,7.29589109856848,5.694943525988997,0.5331768179439046,0.5159383033419024,0.7145090481205355,2.048953430172322,15.132100000000001,2215.5849,0.35020893094893696,0.7220878513701693,0.6403162055335968,Very Cold,Very Wet,Very Cold-Very Wet,3,18,8,2,5,4,34,0
2014,Russia,Central,Fruits,21.42,2287.81,20.58,3.483,5,22.07,14.76,29.47,52.28,Crop Rotation,1665.5,3.0717669598299886,7.735787310828068,7.418480897747794,2.768948930384582,0.16260504201680673,0.14340648738702094,2.4150532884689864,458.8164000000001,2733.1984,0.07107453941402771,1.1338750776174673,0.8212900951709553,Moderate,Extremely Wet,Moderate-Extremely Wet,8,1,4,0,4,1,25,0
2000,Nigeria,South West,Corn,5.1,1099.87,9.84,2.76,6,72.85,8.37,47.67,97.34,Crop Rotation,887.56,2.3832429960115,7.003856055273593,6.789602174858865,0.7281703050079,0.5411764705882353,0.4673025482375491,2.8488921130668046,26.009999999999998,9475.0756,0.49203675942450964,1.1580858538634227,1.0156739811912225,Very Cold,Moderate,Very Cold-Moderate,7,26,2,0,5,2,32,0
2007,Brazil,Northeast,Fruits,25.0,2975.9510999999998,3.71,2.92,6,75.08,42.2,15.95,74.93,Organic Farming,1036.86,1.5496879080283263,7.998654934941965,6.944916179870264,3.1242393200061644,0.1168,0.06198751632113306,4.481493430962049,625.0,5614.504900000001,0.0391188872552139,1.884250360909847,0.9870925399256181,Warm,Extremely Wet,Warm-Extremely Wet,2,11,4,3,7,1,43,0
2021,Canada,Quebec,Wheat,28.87,396.3,5.26,3.564,5,85.86,45.23,7.34,62.27,Crop Rotation,1562.16,1.8341801851120072,5.984691662820554,7.3544646924247905,4.823974504710527,0.12344994804295116,0.0635323929723591,4.009674050630788,833.4769000000001,3877.5529000000006,0.311506303413957,1.9431024437669184,0.815024805102764,Very Hot,Very Dry,Very Hot-Very Dry,3,21,9,0,6,3,39,0
2010,Nigeria,South West,Coffee,24.14,446.41,4.49,2.241,2,14.01,11.7,71.38,63.18,Water Management,687.65,1.7029282555214393,6.103475400169675,6.53473315936334,3.955123665990186,0.09283347141673572,0.07054383825689475,3.837350832705747,582.7396,3991.7124,0.20795562692756817,1.3159685340436156,0.3385579937304075,Warm,Very Dry,Warm-Very Dry,7,26,1,4,7,3,45,0
1993,Russia,Northwestern,Wheat,8.41,1781.26,10.88,2.78,0,36.31,28.9,56.15,46.08,Water Management,1103.22,2.474856313934499,7.485637500867114,7.006894482346662,1.123484806608096,0.33055885850178357,0.29427542377342436,2.8312328448705695,70.7281,2123.3664,0.185575861189149,1.1232975362437858,0.0,Very Cold,Extremely Wet,Very Cold-Extremely Wet,8,13,9,4,5,1,31,0
2012,China,North,Corn,-4.56,2788.5,24.67,0.666,0,77.12,42.27,47.64,56.07,Drought-resistant Crops,276.5,3.245322994883049,7.933617647285583,5.625820933186489,-0.6024994160936701,-0.13933054393305438,-0.6789378650382948,1.7335164919044446,22.8484,3143.8449,-0.04996612656734961,0.20521840231314187,0.0,Very Cold,Extremely Wet,Very Cold-Extremely Wet,4,8,2,1,5,1,31,0
1999,Brazil,Southeast,Soybeans,16.43,425.21,11.33,2.286,0,41.84,11.1,98.93010000000001,75.59,No Adaptation,825.93,2.512035317176253,6.054932182552095,6.717720048152249,2.7134903421948673,0.13913572732805843,0.15289320250616267,2.6742140137199795,269.9449,5713.8481,0.32721649850205414,0.9100190528251266,0.0,Cold,Very Dry,Cold-Very Dry,2,27,6,2,0,3,3,0
2010,Russia,Volga,Wheat,19.41,2526.45,4.78,2.43,8,63.59,3.48,72.46,97.18,Water Management,1138.71,1.7544036826842861,7.834966168305282,7.038529123062031,2.47735594296745,0.125193199381762,0.09038658849481124,4.0119210832326155,376.7481,9443.952400000002,0.04955300891834867,1.3850860118362456,1.3673870333988212,Mild,Extremely Wet,Mild-Extremely Wet,8,30,9,4,3,1,19,0
1991,India,Maharashtra,Corn,10.81,1916.32,11.59,3.51,10,79.99,28.29,97.08,42.7,Water Management,631.24,2.532902848056256,7.558683656605672,6.44926906889672,1.4301431957074884,0.32469935245143383,0.23431108677671192,2.546196777284954,116.85610000000001,1823.2900000000002,0.16943900415976135,1.3857617960726627,1.7461538461538462,Very Cold,Extremely Wet,Very Cold-Extremely Wet,6,5,2,4,5,1,31,0
1997,Canada,Quebec,Wheat,31.25,230.34459999999999,27.15,1.152,7,55.1,24.93,72.33,89.62,Water Management,204.65,3.3375473545856993,5.4439083468119955,5.326175694676433,5.433946483181139,0.036863999999999994,0.10680151534674237,1.5958352433137502,976.5625,8031.7444000000005,0.1774696707105719,0.3451636419232174,1.1410347271438694,Very Hot,Very Dry,Very Hot-Very Dry,3,21,9,4,6,3,39,0
1991,France,Grand Est,Cotton,1.73,2044.29,27.85,1.215,6,20.1,37.42,8.86,75.05,Water Management,266.93,3.3621099929541085,7.623294867713868,5.5907257523639045,0.2269359942151635,0.7023121387283238,1.9434161808983286,1.6628622395103823,2.9929,5632.5025,0.34354819459485875,0.361380205450222,1.0532135452660678,Very Cold,Extremely Wet,Very Cold-Extremely Wet,5,3,3,4,5,1,31,0
2014,Argentina,Pampas,Sugarcane,27.6,2406.45,23.5,1.1700000000000002,8,37.54,49.46,13.91,81.81,Organic Farming,224.13,3.1986731175506815,7.78632337502463,5.416678013132882,3.544676822507734,0.04239130434782609,0.11589395353444498,1.6934140545378993,761.7600000000001,6692.8761,0.017615701281068003,0.3657766695760096,1.3504144687264505,Very Hot,Extremely Wet,Very Hot-Extremely Wet,0,16,7,3,6,1,37,0
2010,Nigeria,South East,Vegetables,1.24,1171.56,12.65,1.47,4,50.83,30.57,33.83,54.93,Drought-resistant Crops,275.93,2.613739521630969,7.066944671719045,5.62376476667017,0.1754647952689246,1.185483870967742,2.107854452928201,2.1516163795698167,1.5376,3017.3049,1.0118848978863584,0.5624125846644131,0.6349206349206349,Very Cold,Wet,Very Cold-Wet,7,25,8,1,5,5,35,0
2008,France,Nouvelle-Aquitaine,Soybeans,17.19,237.27,3.33,1.602,9,26.07,28.26,35.78,69.65,No Adaptation,281.75,1.4655675420143985,5.473404484446558,5.64456311499623,3.140641267943523,0.0931937172774869,0.0852569832469109,3.8514520506082377,295.49610000000007,4851.1225,0.3927749706135917,1.0930918938052336,1.5079787234042552,Cool,Very Dry,Cool-Very Dry,5,14,6,2,1,3,9,0
2005,Brazil,South,Rice,-1.14,1976.59,13.12,0.85,3,94.83,20.94,26.24,66.41,Water Management,332.77,2.647592232065096,7.589634210616283,5.810452133012656,-0.15020486737099695,-0.7456140350877194,-2.3224493263728916,2.1946174575684414,1.2995999999999999,4410.2881,-0.37722240580379307,0.32104641708251586,0.5077441077441078,Very Cold,Extremely Wet,Very Cold-Extremely Wet,2,24,5,4,5,1,31,0
2010,Russia,Central,Rice,-1.89,1243.83,23.97,1.773,8,19.86,36.34,21.76,42.87,No Adaptation,352.76,3.217675104291682,7.12675425339079,5.868618717109136,-0.26519786326303724,-0.9380952380952381,-1.702473600154329,1.823869261779,3.5721,1837.8368999999998,-0.7541989163271815,0.5510189632369041,1.3140641522735284,Very Cold,Wet,Very Cold-Wet,8,1,5,2,5,5,35,0
2019,France,Nouvelle-Aquitaine,Fruits,3.6,410.47,1.91,2.097,5,61.9,46.81,83.45,45.01,Organic Farming,687.56,1.068153081183401,6.0197361134497775,6.534602460341219,0.5980328592737797,0.5825,0.2967091892176114,6.117664757472373,12.96,2025.9000999999998,1.4191049284966013,1.9632017516410147,0.8377659574468085,Very Cold,Very Dry,Very Cold-Very Dry,5,14,4,3,5,3,33,0
2002,Australia,New South Wales,Corn,3.69,593.43,8.29,0.55,5,57.23,46.86,76.39,86.65,No Adaptation,122.66,2.2289385528257473,6.387602963193185,4.817535864130423,0.5776814904217773,0.14905149051490515,0.6040483882996606,2.161358758868866,13.6161,7508.222500000001,0.251169456405819,0.24675422267820482,0.8571428571428572,Very Cold,Dry,Very Cold-Dry,1,7,2,2,5,0,30,0
1999,Argentina,Pampas,Vegetables,7.34,2818.73,18.96,0.5850000000000001,0,91.42,1.06,64.1,97.47,No Adaptation,260.82,2.993730270883318,7.9443964146674935,5.567657244751953,0.923921669675041,0.07970027247956404,0.407865159520888,1.85977250485869,53.8756,9500.4009,0.028275241856993767,0.1954083858822032,0.0,Very Cold,Extremely Wet,Very Cold-Extremely Wet,0,16,8,2,5,1,31,0
2024,Nigeria,North West,Cotton,13.73,2776.25,15.4,2.0160000000000005,8,17.36,0.72,57.5,51.27,No Adaptation,825.53,2.797281334830153,7.929216508461832,6.7172362142429884,1.7315708286370715,0.1468317552804079,0.2037349843284889,2.401344523557138,188.5129,2628.6129000000005,0.052888520587269845,0.7206997647672823,1.2901649358582772,Very Cold,Extremely Wet,Very Cold-Extremely Wet,7,10,3,2,5,1,31,0
2013,Nigeria,North Central,Coffee,5.55,1485.41,17.71,0.648,0,25.42,38.88,92.32,36.38,Water Management,200.17,2.9290581402859983,7.304119095701099,5.30415032174048,0.7598452225767375,0.11675675675675676,0.5277582234749547,1.8108723240374376,30.8025,1323.5044000000003,0.0786023769577132,0.22123152527683462,0.0,Very Cold,Very Wet,Very Cold-Very Wet,7,9,1,4,5,4,34,0
2014,China,East,Soybeans,20.95,1119.46,7.32,1.2,5,24.77,18.89,88.18,43.45,Organic Farming,131.69,2.1186622548331173,7.021494594254829,4.888015580548345,2.983695240204534,0.057279236276849645,0.10112946323785763,2.3071235490214383,438.9025,1887.9025000000001,0.0511668449760149,0.5663951379048481,0.8431130327362569,Mild,Wet,Mild-Wet,4,2,6,3,3,5,23,0
1996,France,Grand Est,Sugarcane,-4.41,1542.58,2.82,1.2,0,87.58,35.08,63.06,86.04,Drought-resistant Crops,219.16,1.3402504226184837,7.3418596728549845,5.394354554744979,-0.6006652532879466,-0.27210884353741494,-0.30391166045770607,4.024885546542773,19.4481,7402.8816000000015,-0.17639852943601952,0.8953550618216014,0.0,Very Cold,Very Wet,Very Cold-Very Wet,5,3,7,1,5,4,34,0
2009,USA,West,Coffee,19.67,2218.26,10.06,2.0,7,75.43,38.29,76.91,91.89,Water Management,707.8,2.4033349960941885,7.704929085965087,6.563573399290871,2.5529112313090443,0.10167768174885612,0.12218276543437663,2.731027264179879,386.9089000000001,8443.7721,0.045836683593833055,0.8321769554599447,1.1429479034307497,Mild,Extremely Wet,Mild-Extremely Wet,9,31,1,4,3,1,19,0
1998,India,Tamil Nadu,Corn,18.44,1737.76,2.85,1.89,4,58.77,23.14,9.22,34.69,Crop Rotation,552.71,1.3480731482996928,7.460927494479202,6.316641083987309,2.4715425814880105,0.10249457700650758,0.0731059191051894,4.68568125695138,340.03360000000004,1203.3961,0.05898085869539382,1.402001072704276,0.6784741144414169,Cool,Extremely Wet,Cool-Extremely Wet,6,28,2,0,1,1,7,0
1996,Canada,Ontario,Rice,18.58,1260.93,2.34,4.63,4,19.43,26.57,57.28,97.31,Water Management,1897.4970000000005,1.205970806988609,7.140397574050893,7.548817789473194,2.602096004782992,0.26641550053821317,0.06490693256128144,6.38899221547265,345.21639999999996,9469.2361,0.21128492504596857,4.10457696928874,0.6695706285003111,Cool,Wet,Cool-Wet,3,15,5,4,1,5,11,0
1998,China,East,Coffee,7.75,450.95,16.62,0.55,5,11.01,16.17,47.76,38.22,Water Management,147.7,2.8690346205080335,6.11357155424442,5.001930853466109,1.26767143088715,0.06735483870967743,0.37019801554942366,1.7434194825367404,60.0625,1460.7684,0.1493620993672856,0.1848153884773894,0.8431130327362569,Very Cold,Very Dry,Very Cold-Very Dry,4,2,1,4,5,3,33,0
2023,Argentina,Northeast,Rice,-3.01,242.56,17.85,1.1700000000000002,7,46.51,25.3,36.08,32.02,Drought-resistant Crops,559.19,2.93651291389402,5.495363318740373,6.328276011899098,-0.5477344854952995,-0.3887043189368772,-0.9755856856790764,2.155030881000746,9.060099999999998,1025.2804,-1.6025079111843548,0.398431757089908,1.1516079632465543,Very Cold,Very Dry,Very Cold-Very Dry,0,11,5,1,5,3,33,0
2004,India,Maharashtra,Fruits,-0.9,1254.29,5.3,1.32,2,80.21,2.06,65.65,47.54,Crop Rotation,309.68,1.840549633397487,7.135121900569219,5.738763443551447,-0.1261365976001336,-1.4666666666666668,-2.0450551482194297,3.117961797617059,0.81,2260.0516,-1.1693202263166147,0.7171770736567427,0.355877616747182,Very Cold,Wet,Very Cold-Wet,6,5,4,0,5,5,35,1
2000,Canada,Quebec,Rice,6.88,2228.36,19.07,0.81,1,92.2,3.45,78.87,36.64,Water Management,289.99,2.9992261628082466,7.709469827747375,5.673288902319859,0.8924089663387739,0.1177325581395349,0.43593403529189634,1.891584226848643,47.334399999999995,1342.4896,0.05283372441595384,0.2700696633166129,0.16300496102055279,Very Cold,Extremely Wet,Very Cold-Extremely Wet,3,21,5,4,5,1,31,0
1999,India,Punjab,Barley,7.95,975.09,17.21,2.295,4,79.34,20.86,1.19,86.15,Organic Farming,539.01,2.9019708937395166,6.883554795276479,6.291587657905373,1.154926522188117,0.28867924528301886,0.3650277853760398,2.1680395456337442,63.2025,7421.822500000001,0.29605394915650746,0.7908418395756663,0.7133126934984519,Very Cold,Moderate,Very Cold-Moderate,6,20,0,3,5,2,32,0
2017,Nigeria,North West,Barley,33.82,251.64,6.28,2.898,7,36.2,20.32,27.84,99.3502,No Adaptation,897.24,1.9851308622085946,5.531965550507332,6.800437293173518,5.433946483181139,0.0856889414547605,0.058696950390555724,3.42568715374641,1143.7924,9870.462244,0.3405219418803072,1.4598533805352136,1.1288943188759926,Very Hot,Very Dry,Very Hot-Very Dry,7,10,0,2,6,3,39,0
1997,Argentina,Pampas,Vegetables,7.26,1313.87,20.03,2.421,7,50.08,44.17,51.56,96.04,Drought-resistant Crops,672.05,3.0459499897146083,7.181493080409371,6.511819621090102,1.010931838088766,0.33347107438016527,0.4195523401810755,2.1378616336705614,52.7076,9223.681600000002,0.253808272036172,0.794825919064691,1.1816126601356443,Very Cold,Wet,Very Cold-Wet,0,16,8,1,5,5,35,0
2017,USA,West,Wheat,16.15,2975.9510999999998,7.28,4.62,5,31.98,0.5199000000000001,65.33,86.26,Organic Farming,1897.4970000000005,2.1138429683971682,7.998654934941965,7.548817789473194,2.018226513778017,0.2860681114551084,0.13088810949827667,3.638725045718975,260.82249999999993,7440.787600000001,0.09579830599772564,2.1855928132178795,0.8163913595933927,Cold,Extremely Wet,Cold-Extremely Wet,9,31,9,3,0,1,1,0
2014,India,Punjab,Wheat,-3.82,2641.91,18.44,1.656,7,71.71,18.89,7.64,54.37,Organic Farming,712.64,2.967332799032293,7.8796358618111055,6.570378633506502,-0.4847939761421903,-0.43350785340314135,-0.7767886908461501,2.214237188241654,14.5924,2956.0968999999996,-0.1640888044646265,0.5580769371538153,1.248297213622291,Very Cold,Extremely Wet,Very Cold-Extremely Wet,6,20,9,3,5,1,31,0
1998,Australia,Victoria,Wheat,18.13,1549.71,19.06,4.1850000000000005,5,91.09,12.0,87.39,67.61,Crop Rotation,1811.91,2.9987277825337895,7.3464681695498975,7.5026885680444595,2.4678525219977625,0.2308328736900166,0.16540142209232156,2.50195720056491,328.69689999999997,4571.1121,0.14895230313414548,1.3955918321015002,0.8231529959278651,Cool,Very Wet,Cool-Very Wet,1,29,9,0,1,4,10,0
2011,Australia,Queensland,Wheat,30.78,2718.74,6.22,1.46,7,55.57,47.81,31.57,65.38,Drought-resistant Crops,640.85,1.9768549529047348,7.908291566485902,6.464354631530935,3.892117499870744,0.04743339831059129,0.06422530711191471,3.270019695695122,947.4084,4274.5444,0.01744683136695355,0.7385468508221694,1.1514954486345903,Very Hot,Extremely Wet,Very Hot-Extremely Wet,1,22,9,1,6,1,37,0
2024,Australia,New South Wales,Sugarcane,2.42,2929.42,2.25,0.88,6,76.52,40.6,76.74,86.65,Organic Farming,105.0,1.1786549963416462,7.98290103644814,4.663439094112067,0.30314793944592594,0.36363636363636365,0.48704751914944056,3.9565768681986038,5.8564,7508.222500000001,0.12413254625023508,0.7466137272835369,1.0285714285714287,Very Cold,Extremely Wet,Very Cold-Extremely Wet,1,7,7,3,5,1,31,0
2017,Argentina,Northwest,Coffee,19.7,1837.58,2.38,3.2,0,18.77,14.16,53.83,96.03,Water Management,436.2,1.2178757094949273,7.516748813528654,6.080390756302384,2.6208139301587297,0.16243654822335027,0.06182110200481865,4.992620108027296,388.09,9221.7609,0.08839699399392151,2.627525924896796,0.0,Mild,Extremely Wet,Mild-Extremely Wet,0,12,1,4,3,1,19,0
1994,Brazil,Northeast,Coffee,10.61,2413.23,28.33,2.565,5,16.32,45.27,64.64,75.81,Water Management,1253.5,3.3786108829893595,7.789135674666499,7.134492365806477,1.3621537026897763,0.24175306314797362,0.3184364639952271,2.1116644126517325,112.57209999999999,5747.1561,0.10017821059243157,0.7591877516627529,0.8225771166046817,Very Cold,Extremely Wet,Very Cold-Extremely Wet,2,11,1,4,5,1,31,0
2019,Russia,Central,Barley,-4.09,2203.29,26.01,2.349,9,19.99,28.61,18.54,87.42,Crop Rotation,439.45,3.2962071678045244,7.698160740564423,6.087796931555805,-0.5312957390520953,-0.5743276283618582,-0.8059186229350915,1.846909681836124,16.728099999999998,7642.2564,-0.2606681954540066,0.7126372465128088,1.4783221713077195,Very Cold,Extremely Wet,Very Cold-Extremely Wet,8,1,0,0,5,1,31,0
2000,Argentina,Pampas,Sugarcane,2.11,1695.44,4.83,1.4,7,66.92,33.25,98.0,67.83,Organic Farming,320.18,1.763017000362401,7.436287216666941,5.772001713633345,0.2837437471848666,0.6635071090047393,0.8355530807404745,3.2739342345801927,4.4521,4600.908899999999,0.3913480329617912,0.7940933069347713,1.1816126601356443,Very Cold,Very Wet,Very Cold-Very Wet,0,16,7,3,5,4,34,0
2010,Brazil,Southeast,Fruits,-0.1,2598.66,13.04,1.05,5,44.85,2.72,3.21,69.36,Water Management,185.05,2.641910398597665,7.863135946227763,5.226015454792631,-0.012717572312605598,-4.209959302325581,-6.7632160081153705,1.9781198702146063,0.0324,4810.8096,-3.919497977866039,0.3974396711399992,0.8690476190476191,Very Cold,Extremely Wet,Very Cold-Extremely Wet,2,27,4,4,5,1,31,1
1997,Russia,Siberian,Soybeans,8.84,2898.31,8.91,2.49,3,94.1,19.93,75.7,51.58,Drought-resistant Crops,402.79,2.2935443483418965,7.972228056630003,6.000894940837068,1.1088493627133917,0.28167420814479643,0.25945071813822357,2.6164285618350385,78.1456,2660.4964,0.09718567308010408,1.085655920191877,0.5178947368421052,Very Cold,Extremely Wet,Very Cold-Extremely Wet,8,23,6,1,5,1,31,0
2017,Brazil,South,Coffee,21.48,1457.37,12.07,0.83,4,37.82,45.47,76.11,75.83,Water Management,333.26,2.570319527636131,7.2850746526646715,5.811919133260779,2.9484941505909252,0.03864059590316573,0.11966105808361875,2.2611660032034537,461.3904,5750.1889,0.02651392295927989,0.3229170502250098,0.6769921436588103,Moderate,Very Wet,Moderate-Very Wet,2,24,1,4,4,4,28,0
2014,Nigeria,North West,Sugarcane,-0.34,1028.61,4.8,2.23,3,32.67,48.32,17.67,59.15,Crop Rotation,818.6,1.7578579175523736,6.9369353687444635,6.708816416364745,-0.0490129980930668,-4.209959302325581,-5.170170345742275,3.81647250860072,0.11560000000000002,3498.7225,-3.919497977866039,1.2685894449905444,0.48381185094685397,Very Cold,Moderate,Very Cold-Moderate,7,10,7,0,5,2,32,1
